lon_lo,lat_la,top_tprt,avrg_wind_ve,avrg_hd,top_hd,msrm_dt,de_rnfl_qy,sqre_no,frfire_occrrnc_envrn_ix,pmntn_co,su_center_dstnc_lt,ic_center_dstnc_lt,dj_center_dstnc_lt,dg_center_dstnc_lt,bs_center_dstnc_lt,us_center_dstnc_lt,gj_center_dstnc_lt,bcity_center_avrg_dstnc_lt,km_cnvr_dstnc_lt,sqre_center_antcty_hg,sqre_clinc_val_co,tpgrph_ise_lc_at,frfire_occrrnc_se,frfire_occrrnc_day,frfire_frpout_reqre_time_pd,damge_area,dmge_am,frfr_ocrn_yn
166441.81606,431591.47309,16.8623986856516977,2.8022398685651698,72.4759583789704272,94.5305695509309967,all,3.3178258488499452,1530,83.3399671412924425,288,35995.120000000000,7059.8100000000000000,136272.210000000000,243587.470000000000,328762.840000000000,315121.080000000000,250452.750000000000,7059.8100000000000000,7.0700000000000000,5.6000000000000000,6,1,all,all,,,,0
166441.81606,436584.58937,16.5445180722891566,2.9495837897042716,73.0612102957283680,94.5852628696604600,all,3.2531818181818182,1464,83.1253395399780942,288,33483.280000000000,4990.9600000000000000,140683.140000000000,247093.320000000000,332495.400000000000,318387.480000000000,255430.290000000000,4990.9600000000000000,5.0000000000000000,5.3100000000000000,1,1,all,all,,,,0
166441.81606,441577.70564,16.2055805038335159,3.0899397590361446,73.7065717415115005,94.7189868565169770,all,3.3368017524644031,1398,82.8542497261774370,0,31566.970000000000,7059.8100000000000000,145131.790000000000,250649.600000000000,336260.680000000000,321698.210000000000,260408.420000000000,7059.8100000000000000,7.0700000000000000,16.4800000000000000,3,1,all,all,,,,0
166441.81606,446570.82192,16.2350657174151150,2.9779244249726177,72.7567469879518072,94.0849178532311062,all,3.3628641840087623,1332,83.0754490690032859,1,30359.190000000000,11163.980000000000,149614.810000000000,254254.210000000000,340057.580000000000,325051.930000000000,265387.120000000000,11163.980000000000,11.1800000000000000,7.2500000000000000,2,1,all,all,,,,0
166441.81606,451563.93820,16.3023001095290252,2.8138280394304491,71.8183077765607886,93.6831763417305586,all,3.3346440306681271,1266,83.2853231106243154,2,29945.770000000000,15788.940000000000,154129.190000000000,257905.100000000000,343885.060000000000,328447.310000000000,270366.350000000000,15788.940000000000,15.8200000000000000,0.00000000000000000000,5,0,all,all,,,,0
166441.81606,456557.05448,16.3644712328767123,2.6321041095890411,71.1587890410958904,93.6604219178082192,all,3.3629150684931507,1200,83.4233205479452055,76,30359.190000000000,20586.620000000000,158672.260000000000,261600.350000000000,347742.110000000000,331883.070000000000,275346.080000000000,20586.620000000000,20.6200000000000000,3.9700000000000000,2,1,all,all,,,,0
166441.81606,456557.05448,20.9800000000000000,2.1700000000000000,65.9000000000000000,113.8500000000000000,all,0.00000000000000000000,1200,84.5100000000000000,76,30359.190000000000,20586.620000000000,158672.260000000000,261600.350000000000,347742.110000000000,331883.070000000000,275346.080000000000,20586.620000000000,20.6200000000000000,3.9700000000000000,2,1,all,all,20.0000000000000000,0,0,1
166441.81606,461550.17076,16.4445892661555312,2.4405202628696605,70.7442606790799562,93.9987568455640745,all,3.4250438116100767,1134,83.5104107338444688,0,31566.970000000000,25459.570000000000,163241.620000000000,265338.110000000000,351627.750000000000,335357.980000000000,280326.290000000000,25459.570000000000,25.5100000000000000,12.5700000000000000,3,1,all,all,,,,0
166441.81606,466543.28704,16.5540087623220153,2.2544961664841183,70.5069112814895947,94.5471577217962760,all,3.4004874041621030,1068,83.5709255202628697,0,33483.280000000000,30371.590000000000,167835.130000000000,269116.590000000000,355541.050000000000,338870.830000000000,285306.950000000000,30371.590000000000,30.4300000000000000,10.3100000000000000,2,1,all,all,,,,0
166441.81606,471536.40332,16.7046768893756846,2.0868510405257393,70.4083844468784228,95.2379572836801752,all,3.3634173055859803,1002,83.6202409638554217,0,35995.120000000000,35306.360000000000,172450.850000000000,272934.110000000000,359481.110000000000,342420.460000000000,290288.040000000000,35306.360000000000,35.3700000000000000,8.8300000000000000,2,1,all,all,,,,0
166441.81606,476529.51960,16.8874205914567360,1.9487239868565170,70.4040197152245345,95.9654381161007667,all,3.3398411829134721,936,83.6634830230010953,0,38987.550000000000,40255.520000000000,177087.060000000000,276789.060000000000,363447.050000000000,346005.720000000000,295269.530000000000,38987.550000000000,39.0600000000000000,0.00000000000000000000,0,0,all,all,,,,0
166441.81606,481522.63588,17.0815881708652793,1.8499507119386637,70.4336308871851041,96.5853833515881709,all,3.3573986856516977,870,83.7029408543263965,0,42358.850000000000,45214.350000000000,181742.170000000000,280679.880000000000,367438.030000000000,349625.530000000000,300251.410000000000,42358.850000000000,42.4400000000000000,0.00000000000000000000,0,0,all,all,,,,0
166441.81606,486515.75216,17.2685104052573932,1.8029737130339540,70.4199890470974808,96.9175520262869660,all,3.3772508214676889,804,83.7466265060240964,0,46025.840000000000,50179.980000000000,186414.780000000000,284605.120000000000,371453.260000000000,353278.820000000000,305233.660000000000,46025.840000000000,46.1100000000000000,0.00000000000000000000,0,0,all,all,,,,0
166441.81606,491508.86844,17.4317250821467689,1.8173439211391019,70.3030722891566265,96.8255640744797371,all,3.4077217962760131,738,83.7979846659364732,0,49923.410000000000,55150.580000000000,191103.600000000000,288563.360000000000,375491.940000000000,356964.570000000000,310216.260000000000,49923.410000000000,50.0100000000000000,0.00000000000000000000,0,0,all,all,,,,0
166441.81606,496501.98471,17.5725301204819277,1.8772343921139102,70.0860898138006572,96.3727491785323111,all,3.4336856516976999,672,83.8541785323110624,0,54001.640000000000,60124.900000000000,195807.470000000000,292553.270000000000,379553.340000000000,360681.770000000000,315199.190000000000,54001.640000000000,54.1000000000000000,0.00000000000000000000,0,0,all,all,,,,0
166441.81606,501495.10099,17.7043483023001095,1.9502354874041621,69.8123439211391019,95.7511117196056955,all,3.4664457831325301,606,83.9101259583789704,0,58222.590000000000,65102.110000000000,200525.320000000000,296573.570000000000,383636.730000000000,364429.480000000000,320182.440000000000,58222.590000000000,58.3300000000000000,0.00000000000000000000,0,0,all,all,,,,0
166441.81606,506488.21727,17.8148247535596933,2.0244578313253012,69.5273439211391019,95.0736144578313253,all,3.4970536692223439,540,83.9585049288061336,0,62557.380000000000,70081.570000000000,205256.200000000000,300623.040000000000,387741.410000000000,368206.750000000000,325165.990000000000,62557.380000000000,62.6700000000000000,0.00000000000000000000,0,0,all,all,,,,0
166441.81606,511481.33355,17.8950164293537788,2.0917688937568456,69.2542168674698795,94.4067798466593647,all,3.5170208105147864,474,83.9969496166484118,0,66983.900000000000,75062.850000000000,209999.220000000000,304700.510000000000,391866.720000000000,372012.680000000000,330149.820000000000,66983.900000000000,67.1100000000000000,0.00000000000000000000,0,0,all,all,,,,0
166441.81606,516474.44983,17.9386582694414020,2.1458324205914567,69.0005147864184009,93.7881489594742607,all,3.5361610076670318,408,84.0252573932092004,0,71485.130000000000,80045.610000000000,214753.590000000000,308804.880000000000,396012.020000000000,375846.410000000000,335133.940000000000,71485.130000000000,71.6100000000000000,0.00000000000000000000,0,0,all,all,,,,0
166441.81606,521467.56611,17.9681599123767798,2.1865607886089814,68.7603723986856517,93.2373493975903614,all,3.5526122672508215,342,84.0495673603504929,0,76047.790000000000,85029.580000000000,219518.550000000000,312935.080000000000,400176.670000000000,379707.090000000000,340118.320000000000,76047.790000000000,76.1900000000000000,0.00000000000000000000,0,0,all,all,,,,0
166441.81606,526460.68239,17.9911664841182913,2.2162212486308872,68.5662431544359255,92.8077601314348302,all,3.5660405257393209,276,84.0690963855421687,0,80661.460000000000,90014.560000000000,224293.440000000000,317090.120000000000,404360.090000000000,383593.910000000000,345102.950000000000,80661.460000000000,80.8100000000000000,0.00000000000000000000,0,0,all,all,,,,0
166441.81606,531453.79867,18.0052081051478642,2.2342825848849945,68.4471905805038335,92.5445016429353779,all,3.5740690032858708,210,84.0808817086527930,0,85317.870000000000,95000.400000000000,229077.630000000000,321269.020000000000,408561.690000000000,387506.090000000000,350087.820000000000,85317.870000000000,85.4700000000000000,0.00000000000000000000,0,0,all,all,,,,0
166441.81606,536446.91495,18.0092004381161008,2.2392825848849945,68.4143263964950712,92.4714731653888280,all,3.5762376779846659,144,84.0840032858707558,0,90010.380000000000,99986.970000000000,233870.560000000000,325470.870000000000,412780.930000000000,391442.850000000000,355072.930000000000,90010.380000000000,90.1700000000000000,0.00000000000000000000,0,0,all,all,,,,0
166441.81606,541440.03123,18.0092004381161008,2.2392825848849945,68.4143263964950712,92.4714731653888280,all,3.5762376779846659,78,84.0840032858707558,0,94733.630000000000,104974.160000000000,238671.700000000000,329694.780000000000,417017.260000000000,395403.470000000000,360058.260000000000,94733.630000000000,94.9100000000000000,0.00000000000000000000,0,0,all,all,,,,0
166441.81606,546433.14751,18.0092004381161008,2.2392825848849945,68.4143263964950712,92.4714731653888280,all,3.5762376779846659,12,84.0840032858707558,0,99483.240000000000,109961.880000000000,243480.560000000000,333939.930000000000,421270.170000000000,399387.240000000000,365043.800000000000,99483.240000000000,99.6600000000000000,0.00000000000000000000,0,0,all,all,,,,0
171432.77721,72087.10099,18.1741182913472070,2.4559255202628697,68.5665881708652793,91.4806571741511501,all,3.7617360350492881,6283,84.0598357064622125,0,380296.480000000000,364497.490000000000,247039.480000000000,254551.120000000000,243406.310000000000,281041.640000000000,110864.300000000000,110864.300000000000,111.0700000000000000,0.00000000000000000000,7,0,all,all,,,,0
171432.77721,77080.21727,18.2643428258488499,2.5325575027382256,68.7473877327491785,91.2577875136911281,all,3.8418017524644031,6217,84.0362650602409639,0,375314.270000000000,359504.370000000000,242198.350000000000,250851.410000000000,241090.710000000000,278322.840000000000,105919.080000000000,105919.080000000000,106.1100000000000000,0.00000000000000000000,7,0,all,all,,,,0
171432.77721,82073.33355,18.3511993428258488,2.6467634173055860,69.0150273822562979,91.0756900328587076,all,3.9280996714129244,6151,83.9985268346111720,0,370332.350000000000,354511.260000000000,237363.510000000000,247197.200000000000,238857.040000000000,275667.660000000000,100978.570000000000,100978.570000000000,101.1600000000000000,0.00000000000000000000,7,0,all,all,,,,0
171432.77721,87066.44983,18.4460405257393209,2.7798904709748083,69.3242990142387733,90.8885104052573932,all,4.0225684556407448,6085,83.9483953997809419,2,365350.740000000000,349518.140000000000,232535.370000000000,243590.510000000000,236707.640000000000,273077.980000000000,96043.500000000000,96043.500000000000,96.2200000000000000,0.00000000000000000000,7,0,all,all,,,,0
171432.77721,92059.56611,18.5662979189485214,2.9088280394304491,69.7096714129244250,90.8137568455640745,all,4.1256462212486309,6019,83.8812650602409639,42,360369.440000000000,344525.020000000000,227714.340000000000,240033.510000000000,234644.820000000000,270555.660000000000,91114.760000000000,91114.760000000000,91.2800000000000000,1.4400000000000000,2,1,all,all,,,,0
171432.77721,97052.68239,18.7258324205914567,3.0099671412924425,70.2027929901423877,90.9708652792990142,all,4.2321796276013143,5953,83.7909857612267251,0,355388.480000000000,339531.910000000000,222900.880000000000,236528.420000000000,232670.870000000000,268102.610000000000,86193.430000000000,86193.430000000000,86.3500000000000000,393.0400000000000000,3,1,all,all,,,,0
171432.77721,102045.79867,18.8519277108433735,2.9755531215772180,70.6721522453450164,91.7389649507119387,all,4.6980941949616648,5887,83.7341730558598028,0,350407.870000000000,334538.790000000000,218095.510000000000,233077.590000000000,230788.090000000000,265720.750000000000,81280.850000000000,81280.850000000000,81.4300000000000000,0.00000000000000000000,7,0,all,all,,,,0
171432.77721,107038.91495,18.8939539978094195,2.7546659364731654,71.0217579408543264,93.2755421686746988,all,4.4031818181818182,5821,83.7544030668127054,0,345427.610000000000,329545.670000000000,213298.760000000000,229683.470000000000,228998.720000000000,263412.010000000000,76378.720000000000,76378.720000000000,76.5200000000000000,13.0100000000000000,2,1,all,all,,,,0
171432.77721,112032.03123,18.9342990142387733,2.5470153340635268,71.4167196056955093,94.7958433734939759,all,4.2642552026286966,5755,83.7582584884994524,19,340447.730000000000,324552.560000000000,208511.230000000000,226348.610000000000,227304.960000000000,261178.330000000000,71489.190000000000,71489.190000000000,71.6200000000000000,232.2300000000000000,3,1,all,all,,,,0
171432.77721,117025.14751,18.9352383561643836,2.4096767123287671,71.8101698630136986,96.0662191780821918,all,4.1718575342465753,5689,83.7452547945205479,21,335468.250000000000,319559.440000000000,203733.570000000000,223075.670000000000,225708.970000000000,259021.660000000000,66615.030000000000,66615.030000000000,66.7400000000000000,124.5800000000000000,3,1,all,all,,,,0
171432.77721,117025.14751,18.6100000000000000,2.3600000000000000,53.7000000000000000,89.1100000000000000,all,0.00000000000000000000,5689,85.6300000000000000,21,335468.250000000000,319559.440000000000,203733.570000000000,223075.670000000000,225708.970000000000,259021.660000000000,66615.030000000000,66615.030000000000,66.7400000000000000,124.5800000000000000,3,1,all,all,135.0000000000000000,0,0,1
171432.77721,122018.26378,18.8748931506849315,2.3680767123287671,72.1154136986301370,96.9277424657534247,all,4.0025041095890411,5623,83.7252054794520548,0,330489.170000000000,314566.330000000000,198966.490000000000,219867.400000000000,224212.840000000000,256943.920000000000,61759.870000000000,61759.870000000000,61.8700000000000000,65.8200000000000000,2,1,all,all,,,,0
171432.77721,122018.26378,9.2200000000000000,2.7300000000000000,50.1800000000000000,69.5100000000000000,all,0.00000000000000000000,5623,84.8700000000000000,0,330489.170000000000,314566.330000000000,198966.490000000000,219867.400000000000,224212.840000000000,256943.920000000000,61759.870000000000,61759.870000000000,61.8700000000000000,65.8200000000000000,2,1,all,all,350.0000000000000000,0,1776,1
171432.77721,127011.38006,18.7742880613362541,2.3537897042716320,72.3861774370208105,97.5310569550930997,all,3.8008543263964951,5557,83.6971631982475356,0,325510.530000000000,309573.210000000000,194210.770000000000,216726.690000000000,222818.570000000000,254947.050000000000,56928.580000000000,56928.580000000000,57.0300000000000000,193.6500000000000000,3,1,all,all,,,,0
171432.77721,132004.49634,18.6889539978094195,2.3069112814895947,72.6699123767798467,98.0577327491785323,all,3.6548849945235487,5491,83.6648685651697700,0,320532.340000000000,304580.090000000000,189467.260000000000,213656.510000000000,221528.100000000000,253032.960000000000,52127.810000000000,52127.810000000000,52.2200000000000000,70.4400000000000000,3,1,all,all,,,,0
171432.77721,136997.61262,18.5989320920043812,2.2613691128148959,72.8274370208105148,98.2959912376779847,all,3.5787349397590361,5425,83.6435268346111720,0,315554.620000000000,299586.980000000000,184736.920000000000,210659.940000000000,220343.240000000000,251203.550000000000,47366.820000000000,47366.820000000000,47.4500000000000000,123.7700000000000000,3,1,all,all,,,,0
171432.77721,141990.72890,18.4925848849945235,2.2496111719605696,72.7878532311062432,98.1314895947426068,all,3.5348138006571742,5359,83.6404654983570646,0,310577.390000000000,294593.860000000000,180020.760000000000,207740.180000000000,219265.710000000000,249460.680000000000,42658.930000000000,42658.930000000000,42.7400000000000000,411.9800000000000000,3,1,all,all,,,,0
171432.77721,146983.84518,18.3782530120481928,2.2968455640744797,72.4932858707557503,97.4951642935377875,all,3.5144687842278204,5293,83.6639978094194962,0,305600.680000000000,289600.740000000000,175319.950000000000,204900.500000000000,218297.090000000000,247806.180000000000,38023.890000000000,38023.890000000000,38.0900000000000000,2.3100000000000000,3,1,all,all,,,,0
171432.77721,151976.96146,18.2983132530120482,2.3576834611171961,71.9253450164293538,96.4552135815991238,all,3.5214512595837897,5227,83.7198083242059146,0,300624.510000000000,284607.630000000000,170635.740000000000,202144.280000000000,217438.850000000000,246241.820000000000,33491.950000000000,33491.950000000000,33.5500000000000000,27.3600000000000000,2,1,all,all,,,,0
171432.77721,156970.07774,18.2672562979189485,2.3808488499452355,71.1089759036144578,95.2208433734939759,all,3.5375903614457831,5161,83.8072617743702081,0,295648.920000000000,279614.510000000000,165969.540000000000,199474.980000000000,216692.280000000000,244769.340000000000,29111.290000000000,29111.290000000000,29.1600000000000000,12.7200000000000000,2,1,all,all,,,,0
171432.77721,161963.19402,18.2781544359255203,2.3744742606790800,70.4174644030668127,94.2622234392113910,all,3.5370974808324206,5095,83.8827984665936473,0,290673.930000000000,274621.400000000000,161322.920000000000,196896.140000000000,216058.560000000000,243390.400000000000,24961.700000000000,24961.700000000000,25.0100000000000000,25.9500000000000000,3,1,all,all,,,,0
171432.77721,166956.31030,18.3286363636363636,2.3475246440306681,70.1064895947426068,93.8685815991237678,all,3.5348740416210296,5029,83.9193975903614458,27,285699.570000000000,269628.280000000000,156697.620000000000,194411.350000000000,215538.680000000000,242106.600000000000,21179.430000000000,21179.430000000000,21.2200000000000000,3.6600000000000000,2,1,all,all,,,,0
171432.77721,171949.42658,18.4080065717415115,2.3161117196056955,70.0096056955093100,93.8208378970427163,all,3.5280613362541073,4963,83.9376013143483023,35,280725.880000000000,264635.160000000000,152095.580000000000,192024.260000000000,215133.460000000000,240919.470000000000,17997.560000000000,17997.560000000000,18.0300000000000000,163.1100000000000000,3,1,all,all,,,,0
171432.77721,176942.54285,18.4914958904109589,2.3077424657534247,70.1659397260273973,94.1057424657534247,all,3.5300657534246575,4897,83.9301205479452055,0,275752.880000000000,259642.050000000000,147518.980000000000,189738.570000000000,214843.540000000000,239830.430000000000,15783.490000000000,15783.490000000000,15.8100000000000000,25.8000000000000000,2,1,all,all,,,,0
171432.77721,176942.54285,17.1900000000000000,1.78000000000000000000,53.8100000000000000,81.7400000000000000,all,0.00000000000000000000,4897,85.3500000000000000,0,275752.880000000000,259642.050000000000,147518.980000000000,189738.570000000000,214843.540000000000,239830.430000000000,15783.4900000000000000,15783.4900000000000000,15.8100000000000000,25.8000000000000000,2,1,all,all,70.0000000000000000,0,1543,1
171432.77721,181935.65913,18.5717798466593647,2.3053614457831325,70.6378313253012048,94.8168291347207010,all,3.5367688937568456,4831,83.8878806133625411,7,270780.630000000000,254648.930000000000,142970.260000000000,187557.980000000000,214669.410000000000,238840.830000000000,14972.880000000000,14972.880000000000,15.0000000000000000,87.5900000000000000,3,1,all,all,,,,0
171432.77721,186928.77541,18.6332311062431544,2.3159857612267251,71.4268619934282585,95.8937951807228916,all,3.5429134720700986,4765,83.8089320920043812,0,265809.160000000000,249655.810000000000,138452.170000000000,185486.190000000000,214611.330000000000,237951.910000000000,15783.490000000000,15783.490000000000,15.8100000000000000,77.8100000000000000,3,1,all,all,,,,0
171432.77721,191921.89169,18.6773274917853231,2.3329791894852136,72.4637951807228916,97.2612102957283680,all,3.5393099671412924,4699,83.6983515881708653,0,260838.520000000000,244662.700000000000,133967.810000000000,183526.900000000000,214669.410000000000,237164.800000000000,17997.560000000000,17997.560000000000,18.0300000000000000,38.1100000000000000,2,1,all,all,,,,0
171432.77721,196915.00797,18.7091840087623220,2.3393428258488499,73.4612705366922234,98.6190251916757941,all,3.6318127053669222,4633,83.5888061336254107,0,255868.760000000000,239669.580000000000,129520.680000000000,181683.740000000000,214843.540000000000,236480.520000000000,21179.430000000000,21179.430000000000,21.2200000000000000,88.9200000000000000,2,1,all,all,,,,0
171432.77721,201908.12425,18.7435925520262870,2.3101150054764513,74.0739156626506024,99.5732913472070099,all,3.7882968236582694,4567,83.5248302300109529,0,250899.920000000000,234676.470000000000,125114.750000000000,179960.270000000000,215133.460000000000,235899.960000000000,24961.700000000000,24961.700000000000,25.0100000000000000,451.2900000000000000,3,1,all,all,,,,0
171432.77721,206901.24053,18.8069277108433735,2.1894304490690033,73.6378860898138007,99.4131708652792990,all,3.3445564074479737,4501,83.6038608981380066,11,245932.060000000000,229683.350000000000,120754.540000000000,178359.980000000000,215538.680000000000,235423.900000000000,29111.290000000000,29111.290000000000,29.1600000000000000,169.3600000000000000,2,1,all,all,,,,0
171432.77721,211894.35681,18.9146330777656079,1.9541237677984666,71.8143975903614458,97.7838882803943045,all,4.1194523548740416,4435,83.8585980284775465,8,240965.250000000000,224690.230000000000,116445.180000000000,176886.200000000000,216058.560000000000,235052.960000000000,33491.950000000000,33491.950000000000,33.5500000000000000,62.2800000000000000,2,1,all,all,,,,0
171432.77721,216887.47309,18.9184830230010953,1.7946768893756846,70.5123986856516977,96.4686418400876232,all,3.6594030668127054,4369,84.0206188389923330,9,235999.550000000000,219697.120000000000,112192.530000000000,175542.110000000000,216692.280000000000,234787.640000000000,38023.890000000000,38023.890000000000,38.0900000000000000,67.3000000000000000,3,1,all,all,,,,0
171432.77721,221880.58937,18.7898357064622125,1.7690251916757941,70.3629572836801752,96.0939485213581599,all,3.5202409638554217,4303,84.0303176341730559,0,231035.030000000000,214704.000000000000,108003.280000000000,174330.730000000000,217438.850000000000,234628.310000000000,42658.930000000000,42658.930000000000,42.7400000000000000,13.3400000000000000,2,1,all,all,,,,0
171432.77721,226873.70564,18.6593209200438116,1.7477984665936473,70.1772343921139102,95.6168346111719606,all,3.4803559693318729,4237,84.0454107338444688,0,226071.770000000000,209710.880000000000,103885.110000000000,173254.830000000000,218297.090000000000,234575.170000000000,47366.820000000000,47366.820000000000,47.4500000000000000,20.8500000000000000,2,1,all,all,,,,0
171432.77721,231866.82192,18.5286418400876232,1.7374424972617744,70.0377929901423877,95.1278148959474261,all,3.4464403066812705,4171,84.0576615553121577,0,221109.850000000000,204717.770000000000,99846.810000000000,172316.940000000000,219265.710000000000,234628.310000000000,52127.810000000000,52127.810000000000,52.2200000000000000,11.3700000000000000,2,1,all,all,,,,0
171432.77721,236859.93820,18.3907940854326396,1.7441675794085433,70.1883515881708653,94.8928696604600219,all,3.4068784227820372,4105,84.0391949616648412,0,216149.370000000000,199724.650000000000,95898.480000000000,171519.340000000000,220343.240000000000,234787.640000000000,56928.580000000000,56928.580000000000,57.0300000000000000,16.5600000000000000,6,1,all,all,,,,0
171432.77721,241853.05448,18.2337842278203724,1.7694249726177437,70.7101369112814896,95.0363745892661555,all,3.3654107338444688,4039,83.9793263964950712,0,211190.430000000000,194731.530000000000,92051.690000000000,170863.990000000000,221528.100000000000,235052.960000000000,61759.870000000000,61759.870000000000,61.8700000000000000,5.6200000000000000,2,1,all,all,,,,0
171432.77721,246846.17076,18.0689211391018620,1.8153997809419496,71.5360131434830230,95.5128915662650602,all,3.3495345016429354,3973,83.8827765607886090,0,206233.140000000000,189738.420000000000,88319.710000000000,170352.540000000000,222818.570000000000,235423.900000000000,66615.030000000000,66615.030000000000,66.7400000000000000,3.6000000000000000,2,1,all,all,,,,0
171432.77721,251839.28704,17.9349507119386637,1.9111007667031763,72.3723220153340635,96.1028477546549836,all,3.3605531215772180,3907,83.7703943044906900,0,201277.620000000000,184745.300000000000,84717.710000000000,169986.260000000000,224212.840000000000,235899.960000000000,71489.190000000000,71489.190000000000,71.6200000000000000,3.7700000000000000,2,1,all,all,,,,0
171432.77721,256832.40332,17.8153012048192771,2.0400273822562979,73.3913800657174151,96.9337349397590361,all,3.3725958378970427,3841,83.6253231106243154,0,196324.000000000000,179752.190000000000,81262.980000000000,169766.120000000000,225708.970000000000,236480.520000000000,76378.720000000000,76378.720000000000,76.5200000000000000,0.00000000000000000000,7,0,all,all,,,,0
171432.77721,261825.51960,17.7069331872946331,2.1539101861993428,74.3994852135815991,97.7695673603504929,all,3.4197152245345016,3775,83.4701369112814896,0,191372.440000000000,174759.070000000000,77975.100000000000,169692.680000000000,227304.960000000000,237164.800000000000,81280.850000000000,77975.100000000000,78.1200000000000000,1.0300000000000000,5,1,all,all,,,,0
171432.77721,266818.63588,17.6209802847754655,2.2322508214676889,75.2653833515881709,98.5120098576122673,all,3.4428094194961665,3709,83.3133570646221249,0,186423.090000000000,169765.950000000000,74876.060000000000,169766.120000000000,228998.720000000000,237951.910000000000,86193.430000000000,74876.060000000000,75.0100000000000000,3.0300000000000000,3,1,all,all,,,,0
171432.77721,271811.75216,17.5418838992332968,2.2738225629791895,76.1831161007667032,99.3915826944140197,all,3.4784939759036145,3643,83.1219003285870756,0,181476.140000000000,164772.840000000000,71990.230000000000,169986.260000000000,230788.090000000000,238840.830000000000,91114.760000000000,71990.230000000000,72.1200000000000000,7.2900000000000000,1,1,all,all,,,,0
171432.77721,276804.86844,17.4828039430449069,2.2749890470974808,76.9299014238773275,100.2020427163198248,all,3.5214567360350493,3577,82.9394194961664841,0,176531.800000000000,159779.720000000000,69344.250000000000,170352.540000000000,232670.870000000000,239830.430000000000,96043.500000000000,69344.250000000000,69.4700000000000000,4.2500000000000000,5,1,all,all,,,,0
171432.77721,281797.98471,17.4716374589266156,2.2325082146768894,77.0051314348302300,100.4780339539978094,all,3.5517907995618839,3511,82.8849890470974808,0,171590.270000000000,154786.600000000000,66966.550000000000,170863.990000000000,234644.820000000000,240919.470000000000,100978.570000000000,66966.550000000000,67.0900000000000000,5.5200000000000000,2,1,all,all,,,,0
171432.77721,286791.10099,17.4977875136911281,2.1577053669222344,76.4731544359255203,100.2412924424972618,all,3.5626013143483023,3445,82.9597426067907996,0,166651.820000000000,149793.490000000000,64886.640000000000,171519.340000000000,236707.640000000000,242106.600000000000,105919.080000000000,64886.640000000000,65.0000000000000000,5.5300000000000000,1,1,all,all,,,,0
171432.77721,291784.21727,17.5355257393209200,2.0662760131434830,75.7692168674698795,99.8531434830230011,all,3.5710733844468784,3379,83.0696549835706462,76,161716.730000000000,144800.370000000000,63133.950000000000,172316.940000000000,238857.040000000000,243390.400000000000,110864.300000000000,63133.950000000000,63.2500000000000000,46.4900000000000000,3,1,all,all,,,,0
171432.77721,296777.33355,17.5647207009857612,1.9709857612267251,75.1021358159912377,99.4584665936473165,all,3.5813472070098576,3313,83.1710405257393209,0,156785.320000000000,139807.260000000000,61736.350000000000,173254.830000000000,241090.710000000000,244769.340000000000,115813.630000000000,61736.350000000000,61.8500000000000000,54.2600000000000000,2,1,all,all,,,,0
171432.77721,301770.44983,17.5750930996714129,1.8861007667031763,74.5180777656078861,99.0582475355969332,all,3.6252300109529025,3247,83.2558981380065717,4,151857.930000000000,134814.140000000000,60718.370000000000,174330.730000000000,243406.310000000000,246241.820000000000,120766.570000000000,60718.370000000000,60.8300000000000000,132.1800000000000000,3,1,all,all,,,,0
171432.77721,306763.56611,17.5749069003285871,1.8262102957283680,73.9547426067907996,98.5785323110624315,all,3.6610460021905805,3181,83.3323110624315444,38,146934.990000000000,129821.020000000000,60099.310000000000,175542.110000000000,245801.550000000000,247806.180000000000,125722.690000000000,60099.310000000000,60.2100000000000000,227.6800000000000000,3,1,all,all,,,,0
171432.77721,311756.68239,17.5766703176341731,1.8004216867469880,73.3508050383351588,97.9651588170865279,all,3.6792606790799562,3115,83.4171631982475356,9,142016.940000000000,124827.910000000000,59891.530000000000,176886.200000000000,248274.100000000000,249460.680000000000,130681.620000000000,59891.530000000000,60.0000000000000000,436.2500000000000000,3,1,all,all,,,,0
171432.77721,316749.79867,17.5993428258488499,1.8126834611171961,72.6383461117196057,97.1879956188389923,all,3.5369441401971522,3049,83.5243263964950712,21,137104.320000000000,119834.790000000000,60099.310000000000,178359.980000000000,250821.690000000000,251203.550000000000,135643.060000000000,60099.310000000000,60.2100000000000000,317.2900000000000000,2,1,all,all,,,,0
171432.77721,321742.91495,17.6301698630136986,1.8586301369863014,71.9516438356164384,96.4194410958904110,all,3.5322246575342466,2983,83.6294027397260274,0,132197.730000000000,114841.670000000000,60718.370000000000,179960.270000000000,253442.050000000000,253032.960000000000,140606.740000000000,60718.370000000000,60.8300000000000000,77.8500000000000000,2,1,all,all,,,,0
171432.77721,321742.91495,30.1600000000000000,1.92000000000000000000,60.3500000000000000,87.8600000000000000,all,0.44000000000000000000,2983,86.4700000000000000,0,132197.730000000000,114841.670000000000,60718.370000000000,179960.270000000000,253442.050000000000,253032.960000000000,140606.740000000000,60718.370000000000,60.8300000000000000,77.8500000000000000,2,1,all,all,630.0000000000000000,1,0,1
