lon_lo,lat_la,top_tprt,avrg_wind_ve,avrg_hd,top_hd,msrm_dt,de_rnfl_qy,sqre_no,frfire_occrrnc_envrn_ix,pmntn_co,su_center_dstnc_lt,ic_center_dstnc_lt,dj_center_dstnc_lt,dg_center_dstnc_lt,bs_center_dstnc_lt,us_center_dstnc_lt,gj_center_dstnc_lt,bcity_center_avrg_dstnc_lt,km_cnvr_dstnc_lt,sqre_center_antcty_hg,sqre_clinc_val_co,tpgrph_ise_lc_at,frfire_occrrnc_se,frfire_occrrnc_day,frfire_frpout_reqre_time_pd,damge_area,dmge_am,frfr_ocrn_yn
111541.24336,211894.35681,18.0159200438116101,2.2287349397590361,68.3728422782037240,92.4764676889375685,all,3.5815662650602410,4423,84.0888554216867470,0,254244.780000000000,232535.370000000000,155950.210000000000,234951.130000000000,275635.810000000000,294847.460000000000,80636.250000000000,80636.250000000000,80.7800000000000000,0.00000000000000000000,7,0,all,all,,,,0
111541.24336,216887.47309,18.0129682365826944,2.2333351588170865,68.3908762322015334,92.4742552026286966,all,3.5793154435925520,4357,84.0868729463307777,0,249543.470000000000,227714.340000000000,152801.010000000000,233940.890000000000,276132.840000000000,294635.990000000000,82621.490000000000,82621.490000000000,82.7700000000000000,0.00000000000000000000,7,0,all,all,,,,0
111541.24336,221880.58937,18.0104162102957284,2.2374698795180723,68.4067415115005476,92.4723986856516977,all,3.5773055859802848,4291,84.0848302300109529,0,244853.720000000000,222900.880000000000,149752.110000000000,233033.280000000000,276719.080000000000,294509.040000000000,84854.450000000000,84854.450000000000,85.0100000000000000,0.00000000000000000000,7,0,all,all,,,,0
111541.24336,226873.70564,18.0091840087623220,2.2392716319824754,68.4142771084337349,92.4715060240963855,all,3.5762322015334064,4225,84.0840306681270537,0,240176.190000000000,218095.510000000000,146809.750000000000,232229.500000000000,277393.980000000000,294466.710000000000,87316.140000000000,87316.140000000000,87.4700000000000000,0.00000000000000000000,7,0,all,all,,,,0
111541.24336,231866.82192,18.0092004381161008,2.2392825848849945,68.4143263964950712,92.4714731653888280,all,3.5762376779846659,4159,84.0840032858707558,0,235511.620000000000,213298.760000000000,143980.460000000000,231530.630000000000,278156.880000000000,294509.040000000000,89987.790000000000,89987.790000000000,90.1500000000000000,0.00000000000000000000,7,0,all,all,,,,0
111541.24336,236859.93820,18.0092004381161008,2.2392825848849945,68.4143263964950712,92.4714731653888280,all,3.5762376779846659,4093,84.0840032858707558,0,230860.800000000000,208511.230000000000,141271.040000000000,230937.630000000000,279007.070000000000,294635.990000000000,92851.270000000000,92851.270000000000,93.0200000000000000,0.00000000000000000000,7,0,all,all,,,,0
111541.24336,241853.05448,18.0092004381161008,2.2392825848849945,68.4143263964950712,92.4714731653888280,all,3.5762376779846659,4027,84.0840032858707558,0,226224.570000000000,203733.570000000000,138688.500000000000,230451.320000000000,279943.740000000000,294847.460000000000,95889.390000000000,95889.390000000000,96.0600000000000000,0.00000000000000000000,7,0,all,all,,,,0
111541.24336,246846.17076,18.0092004381161008,2.2392825848849945,68.4143263964950712,92.4714731653888280,all,3.5762376779846659,3961,84.0840032858707558,0,221603.850000000000,198966.490000000000,136240.070000000000,230072.360000000000,280966.040000000000,295143.260000000000,99086.100000000000,99086.100000000000,99.2700000000000000,0.00000000000000000000,7,0,all,all,,,,0
111541.24336,251839.28704,18.0092004381161008,2.2392825848849945,68.4143263964950712,92.4714731653888280,all,3.5762376779846659,3895,84.0840032858707558,0,216999.630000000000,194210.770000000000,133933.110000000000,229801.300000000000,282073.030000000000,295523.130000000000,102426.550000000000,102426.550000000000,102.6100000000000000,0.00000000000000000000,0,0,all,all,,,,0
111541.24336,256832.40332,18.0092004381161008,2.2392825848849945,68.4143263964950712,92.4714731653888280,all,3.5762376779846659,3829,84.0840032858707558,0,212412.980000000000,189467.260000000000,131775.030000000000,229638.500000000000,283263.730000000000,295986.770000000000,105897.140000000000,105897.140000000000,106.0900000000000000,0.00000000000000000000,0,0,all,all,,,,0
111541.24336,261825.51960,18.0092004381161008,2.2392825848849945,68.4143263964950712,92.4714731653888280,all,3.5762376779846659,3763,84.0840032858707558,0,207845.060000000000,184736.920000000000,129773.280000000000,229584.210000000000,284537.070000000000,296533.760000000000,109485.480000000000,109485.480000000000,109.6800000000000000,0.00000000000000000000,0,0,all,all,,,,0
111541.24336,266818.63588,18.0092004381161008,2.2392825848849945,68.4143263964950712,92.4714731653888280,all,3.5762376779846659,3697,84.0840032858707558,0,203297.140000000000,180020.760000000000,127935.180000000000,229638.500000000000,285891.960000000000,297163.660000000000,113180.390000000000,113180.390000000000,113.3900000000000000,0.00000000000000000000,0,0,all,all,,,,0
111541.24336,271811.75216,18.0092004381161008,2.2392825848849945,68.4143263964950712,92.4714731653888280,all,3.5762376779846659,3631,84.0840032858707558,0,198770.600000000000,175319.950000000000,126267.890000000000,229801.300000000000,287327.240000000000,297875.930000000000,116971.760000000000,116971.760000000000,117.1800000000000000,0.00000000000000000000,0,0,all,all,,,,0
111541.24336,276804.86844,18.0092004381161008,2.2392825848849945,68.4143263964950712,92.4714731653888280,all,3.5762376779846659,3565,84.0840032858707558,0,194266.910000000000,170635.740000000000,124778.250000000000,230072.360000000000,288841.710000000000,298669.990000000000,120850.520000000000,120850.520000000000,121.0700000000000000,0.00000000000000000000,0,0,all,all,,,,0
111541.24336,281797.98471,18.0092004381161008,2.2392825848849945,68.4143263964950712,92.4714731653888280,all,3.5762376779846659,3499,84.0840032858707558,0,189787.720000000000,165969.540000000000,123472.700000000000,230451.320000000000,290434.140000000000,299545.190000000000,124808.510000000000,123472.700000000000,123.7000000000000000,0.00000000000000000000,7,0,all,all,,,,0
111541.24336,286791.10099,18.0092004381161008,2.2392825848849945,68.4143263964950712,92.4714731653888280,all,3.5762376779846659,3433,84.0840032858707558,0,185334.800000000000,161322.920000000000,122357.110000000000,230937.630000000000,292103.250000000000,300500.810000000000,128838.440000000000,122357.110000000000,122.5800000000000000,0.00000000000000000000,7,0,all,all,,,,0
111541.24336,291784.21727,18.0092004381161008,2.2392825848849945,68.4143263964950712,92.4714731653888280,all,3.5762376779846659,3367,84.0840032858707558,0,180910.090000000000,156697.620000000000,121436.740000000000,231530.630000000000,293847.730000000000,301536.100000000000,132933.770000000000,121436.740000000000,121.6600000000000000,0.00000000000000000000,7,0,all,all,,,,0
111541.24336,296777.33355,18.0092004381161008,2.2392825848849945,68.4143263964950712,92.4714731653888280,all,3.5762376779846659,3301,84.0840032858707558,0,176515.710000000000,152095.580000000000,120716.050000000000,232229.500000000000,295666.240000000000,302650.230000000000,137088.630000000000,120716.050000000000,120.9300000000000000,0.00000000000000000000,7,0,all,all,,,,0
111541.24336,301770.44983,18.0092004381161008,2.2392825848849945,68.4143263964950712,92.4714731653888280,all,3.5762376779846659,3235,84.0840032858707558,0,172153.970000000000,147518.980000000000,120198.620000000000,233033.280000000000,297557.440000000000,303842.330000000000,141297.760000000000,120198.620000000000,120.4200000000000000,0.00000000000000000000,7,0,all,all,,,,0
111541.24336,306763.56611,18.0089978094194962,2.2392716319824754,68.4156024096385542,92.4724370208105148,all,3.5761938663745893,3169,84.0838663745892662,0,167827.440000000000,142970.260000000000,119887.090000000000,233940.890000000000,299519.950000000000,305111.510000000000,145556.470000000000,119887.090000000000,120.1000000000000000,0.00000000000000000000,0,0,all,all,,,,0
111541.24336,311756.68239,18.0085651697699890,2.2391785323110624,68.4183132530120482,92.4741730558598028,all,3.5761062431544359,3103,84.0836527929901424,0,163538.890000000000,138452.170000000000,119783.070000000000,234951.130000000000,301552.360000000000,306456.790000000000,149860.530000000000,119783.070000000000,120.0000000000000000,0.00000000000000000000,0,0,all,all,,,,0
111541.24336,316749.79867,18.0085213581599124,2.2391621029572837,68.4184611171960570,92.4742497261774370,all,3.5761171960569551,3037,84.0836418400876232,0,159291.410000000000,133967.810000000000,119887.090000000000,236062.680000000000,303653.290000000000,307877.170000000000,154206.140000000000,119887.090000000000,120.1000000000000000,0.00000000000000000000,0,0,all,all,,,,0
111541.24336,321742.91495,18.0089704271631982,2.2392497261774370,68.4157995618838992,92.4725739320920044,all,3.5761938663745893,2971,84.0838170865279299,0,155088.360000000000,129520.680000000000,120198.620000000000,237274.110000000000,305821.310000000000,309371.640000000000,158589.880000000000,120198.620000000000,120.4200000000000000,0.00000000000000000000,0,0,all,all,,,,0
111541.24336,326736.03123,18.0092004381161008,2.2392825848849945,68.4143263964950712,92.4714731653888280,all,3.5762376779846659,2905,84.0840032858707558,0,150933.450000000000,125114.750000000000,120716.050000000000,238583.920000000000,308055.010000000000,310939.100000000000,163008.680000000000,120716.050000000000,120.9300000000000000,0.00000000000000000000,0,0,all,all,,,,0
111541.24336,331729.14751,18.0092004381161008,2.2392825848849945,68.4143263964950712,92.4714731653888280,all,3.5762376779846659,2839,84.0840032858707558,0,146830.780000000000,120754.540000000000,121436.740000000000,239990.480000000000,310352.980000000000,312578.480000000000,167459.760000000000,120754.540000000000,120.9700000000000000,0.00000000000000000000,0,0,all,all,,,,0
111541.24336,336722.26378,18.0092004381161008,2.2392825848849945,68.4143263964950712,92.4714731653888280,all,3.5762376779846659,2773,84.0840032858707558,0,142784.840000000000,116445.180000000000,122357.110000000000,241492.100000000000,312713.780000000000,314288.640000000000,171940.610000000000,116445.180000000000,116.6600000000000000,0.00000000000000000000,7,0,all,all,,,,0
111541.24336,341715.38006,18.0086582694414020,2.2393866374589266,68.4211171960569551,92.4794140197152245,all,3.5761664841182913,2707,84.0833351588170865,0,138800.600000000000,112192.530000000000,123472.700000000000,243087.020000000000,315136.030000000000,316068.430000000000,176448.970000000000,112192.530000000000,112.4000000000000000,0.00000000000000000000,7,0,all,all,,,,0
111541.24336,346708.49634,18.0041566265060241,2.2395947426067908,68.4681051478641840,92.5331544359255203,all,3.5751423877327492,2641,84.0784611171960570,0,134883.520000000000,108003.280000000000,124778.250000000000,244773.430000000000,317618.290000000000,317916.690000000000,180982.790000000000,108003.280000000000,108.2000000000000000,0.00000000000000000000,7,0,all,all,,,,0
111541.24336,351701.61262,17.9977217962760131,2.2398795180722892,68.5347973713033954,92.6094687842278204,all,3.5738061336254107,2575,84.0714457831325301,0,131039.630000000000,103885.110000000000,126267.890000000000,246549.430000000000,320159.190000000000,319832.220000000000,185540.180000000000,103885.110000000000,104.0700000000000000,0.00000000000000000000,7,0,all,all,,,,0
111541.24336,356694.72890,17.9921686746987952,2.2401204819277108,68.5957831325301205,92.6792497261774370,all,3.5723658269441402,2509,84.0652519167579409,0,127275.560000000000,99846.810000000000,127935.180000000000,248413.120000000000,322757.340000000000,321813.830000000000,190119.470000000000,99846.810000000000,100.0300000000000000,0.00000000000000000000,7,0,all,all,,,,0
111541.24336,361687.84518,17.9887568455640745,2.2402245345016429,68.6321686746987952,92.7207557502738226,all,3.5715388828039430,2443,84.0613964950711939,0,123598.600000000000,95898.480000000000,129773.280000000000,250362.530000000000,325411.360000000000,323860.300000000000,194719.100000000000,95898.480000000000,96.0700000000000000,0.00000000000000000000,7,0,all,all,,,,0
111541.24336,366680.96146,17.9886089813800657,2.2402354874041621,68.6334392113910186,92.7221851040525739,all,3.5714950711938664,2377,84.0612650602409639,0,120016.750000000000,92051.690000000000,131775.030000000000,252395.670000000000,328119.900000000000,325970.410000000000,199337.670000000000,92051.690000000000,92.2200000000000000,0.00000000000000000000,7,0,all,all,,,,0
111541.24336,371674.07774,17.9918017524644031,2.2401478641840088,68.5992716319824754,92.6832584884994524,all,3.5723001095290252,2311,84.0649342825848850,0,116538.800000000000,88319.710000000000,133933.110000000000,254510.540000000000,330881.620000000000,328142.940000000000,203973.890000000000,88319.710000000000,88.4800000000000000,0.00000000000000000000,7,0,all,all,,,,0
111541.24336,376667.19402,17.9973767798466594,2.2398466593647317,68.5395509309967141,92.6147371303395400,all,3.5736637458926616,2245,84.0710952902519168,0,113174.310000000000,84717.710000000000,136240.070000000000,256705.120000000000,333695.200000000000,330376.650000000000,208626.580000000000,84717.710000000000,84.8700000000000000,0.00000000000000000000,7,0,all,all,,,,0
111541.24336,381660.31030,18.0037842278203724,2.2395509309967141,68.4723658269441402,92.5379244249726177,all,3.5751259583789704,2179,84.0780449069003286,0,109933.700000000000,81262.980000000000,138688.500000000000,258977.390000000000,336559.340000000000,332670.310000000000,213294.670000000000,81262.980000000000,81.4100000000000000,0.00000000000000000000,7,0,all,all,,,,0
111541.24336,386653.42658,18.0084337349397590,2.2393263964950712,68.4231161007667032,92.4815826944140197,all,3.5761664841182913,2113,84.0831215772179628,0,106828.250000000000,77975.100000000000,141271.040000000000,261325.310000000000,339472.770000000000,335022.690000000000,217977.170000000000,77975.100000000000,78.1200000000000000,0.00000000000000000000,7,0,all,all,,,,0
111541.24336,391646.54285,18.0092004381161008,2.2392825848849945,68.4143263964950712,92.4714731653888280,all,3.5762376779846659,2047,84.0840032858707558,0,103870.090000000000,74876.060000000000,143980.460000000000,263746.870000000000,342434.210000000000,337432.560000000000,222673.160000000000,74876.060000000000,75.0100000000000000,0.00000000000000000000,3,0,all,all,,,,0
111541.24336,396639.65913,18.0092004381161008,2.2392825848849945,68.4143263964950712,92.4714731653888280,all,3.5762376779846659,1981,84.0840032858707558,0,101072.140000000000,71990.230000000000,146809.750000000000,266240.050000000000,345442.440000000000,339898.690000000000,227381.810000000000,71990.230000000000,72.1200000000000000,0.00000000000000000000,7,0,all,all,,,,0
111541.24336,401632.77541,18.0092004381161008,2.2392825848849945,68.4143263964950712,92.4714731653888280,all,3.5762376779846659,1915,84.0840032858707558,0,98448.070000000000,69344.250000000000,149752.110000000000,268802.860000000000,348496.240000000000,342419.880000000000,232102.360000000000,69344.250000000000,69.4700000000000000,0.00000000000000000000,7,0,all,all,,,,0
111541.24336,406625.89169,18.0092004381161008,2.2392825848849945,68.4143263964950712,92.4714731653888280,all,3.5762376779846659,1849,84.0840032858707558,0,96012.130000000000,66966.550000000000,152801.010000000000,271433.340000000000,351594.430000000000,344994.910000000000,236834.080000000000,66966.550000000000,67.0900000000000000,40.3300000000000000,7,1,all,all,,,,0
111541.24336,411619.00797,18.0092004381161008,2.2392825848849945,68.4143263964950712,92.4714731653888280,all,3.5762376779846659,1783,84.0840032858707558,0,93778.990000000000,64886.640000000000,155950.210000000000,274129.530000000000,354735.850000000000,347622.600000000000,241576.330000000000,64886.640000000000,65.0000000000000000,0.00000000000000000000,7,0,all,all,,,,0
111541.24336,416612.12425,18.0092004381161008,2.2392825848849945,68.4143263964950712,92.4714731653888280,all,3.5762376779846659,1717,84.0840032858707558,0,91763.450000000000,63133.950000000000,159193.740000000000,276889.520000000000,357919.350000000000,350301.740000000000,246328.490000000000,63133.950000000000,63.2500000000000000,0.00000000000000000000,7,0,all,all,,,,0
111541.24336,421605.24053,18.0092004381161008,2.2392825848849945,68.4143263964950712,92.4714731653888280,all,3.5762376779846659,1651,84.0840032858707558,0,89980.140000000000,61736.350000000000,162525.960000000000,279711.410000000000,361143.830000000000,353031.180000000000,251090.000000000000,61736.350000000000,61.8500000000000000,0.00000000000000000000,7,0,all,all,,,,0
111541.24336,426598.35681,18.0092004381161008,2.2392825848849945,68.4143263964950712,92.4714731653888280,all,3.5762376779846659,1585,84.0840032858707558,0,88443.100000000000,60718.370000000000,165941.540000000000,282593.350000000000,364408.190000000000,355809.750000000000,255860.350000000000,60718.370000000000,60.8300000000000000,0.00000000000000000000,7,0,all,all,,,,0
111541.24336,431591.47309,18.0092004381161008,2.2392825848849945,68.4143263964950712,92.4714731653888280,all,3.5762376779846659,1519,84.0840032858707558,0,87165.360000000000,60099.310000000000,169435.420000000000,285533.520000000000,367711.380000000000,358636.320000000000,260639.030000000000,60099.310000000000,60.2100000000000000,0.00000000000000000000,7,0,all,all,,,,0
111541.24336,436584.58937,18.0092004381161008,2.2392825848849945,68.4143263964950712,92.4714731653888280,all,3.5762376779846659,1453,84.0840032858707558,0,86158.470000000000,59891.530000000000,173002.860000000000,288530.140000000000,371052.350000000000,361509.750000000000,265425.620000000000,59891.530000000000,60.0000000000000000,0.00000000000000000000,7,0,all,all,,,,0
111541.24336,441577.70564,18.0038170865279299,2.2381982475355969,68.4159693318729463,92.4722453450164294,all,3.5755202628696605,1387,84.0835487404162103,0,85432.000000000000,60099.310000000000,176639.410000000000,291581.480000000000,374430.100000000000,364428.940000000000,270219.680000000000,60099.310000000000,60.2100000000000000,0.00000000000000000000,7,0,all,all,,,,0
111541.24336,446570.82192,17.9876451259583790,2.2348466593647317,68.4208214676889376,92.4740854326396495,all,3.5731325301204819,1321,84.0821139101861993,0,84993.130000000000,60718.370000000000,180340.890000000000,294685.830000000000,377843.640000000000,367392.790000000000,275020.820000000000,60718.370000000000,60.8300000000000000,0.00000000000000000000,7,0,all,all,,,,0
